Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
5163,5163,X136619,9e7d31b9-e9e6-4fb2-8bca-961e8070c1a6,Amoret,MO,Bates,64722,38.27813,-94.55032,512,Suburban,America/Chicago,Lexicographer,0.0,63.0,Bachelor's Degree,Student,51728.3,Never Married,Male,No,14.25739,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),46.28759,195.1178,4652.213,3,3,2,4,5,3,3,2
5164,5164,C991909,04e8963f-4edf-480b-9ead-260cd64ca90a,Sullivan,WI,Jefferson,53178,43.02247,-88.59833,2738,Urban,America/Chicago,Animator,2.0,21.0,Professional School Degree,Retired,45551.32,Married,Female,No,38.73668,9,2,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,50.69979,202.0238,4955.912,3,3,4,3,4,3,4,3
5166,5166,P00575,4bd0c116-e509-4631-ada1-315ad5d34f9b,Stopover,KY,Pike,41568,37.50222,-82.06563,738,Rural,America/New_York,Podiatrist,0.0,88.0,"Some College, 1 or More Years, No Degree",Retired,42043.47,Separated,Female,No,13.15723,11,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,34.548570625241126,172.5838,5997.072,5,5,3,4,3,5,5,5
5167,5167,S582524,c6e0a812-b8c6-4d4c-bf24-0d76db8a9bf1,Pontiac,IL,Livingston,61764,40.88228,-88.62818,14026,Suburban,America/Chicago,Hospital pharmacist,2.0,56.0,"Some College, 1 or More Years, No Degree",Full Time,19173.1,Widowed,Male,No,5.883276,13,0,4,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),59.67215,161.2056,5659.522,3,4,4,4,3,4,3,6
5168,5168,J460770,8d183323-7d6c-44db-ada4-e8c7a8aa2836,Palisade,CO,Mesa,81526,39.09613,-108.337,5582,Urban,America/Denver,Operations geologist,3.0,63.0,Regular High School Diploma,Full Time,28799.3,Divorced,Female,No,4.836104,11,1,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),51.4346,184.0354,4639.027,5,6,4,4,4,4,6,5
5170,5170,R726035,253851db-3eff-4044-9b04-335396c4039f,Inverness,CA,Marin,94937,38.10872,-122.914,816,Urban,America/Los_Angeles,Adult guidance worker,0.0,22.0,Nursery School to 8th Grade,Part Time,53227.89,Separated,Female,No,15.33371,13,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,69.17356,158.4886,5831.59,2,2,3,5,4,2,2,1
5171,5171,Z723082,7d662ed5-d0a2-4c88-88ea-7b9e7f172787,Farlington,KS,Crawford,66734,37.61833,-94.82984,209,Rural,America/Chicago,Office manager,0.0,53.0,Regular High School Diploma,Retired,39913.72141833548,Divorced,Female,No,7.100313,11,2,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),63.70781,119.7008,6050.818,6,6,4,5,5,6,7,6
5173,5173,G631493,64f845d1-73c0-495b-bd93-51afcbaa96e5,Keyes,CA,Stanislaus,95328,37.55826,-120.9099,4518,Suburban,America/Los_Angeles,Geographical information systems officer,0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,26669.32,Never Married,Male,No,13.55022,12,2,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,52.55673,127.2733,5059.402,2,3,4,3,4,3,2,2
5175,5175,F769164,c4343a85-4865-4ccb-827e-d5ec715156c7,Madison,FL,Madison,32340,30.46196,-83.43505,11294,Rural,America/New_York,"Designer, furniture",0.0,69.0,Master's Degree,Full Time,80110.69,Never Married,Male,No,5.903013,15,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,58.04171,148.44,5417.413,4,2,4,1,5,2,4,2
5176,5176,Y401519,28332900-5a9a-4f71-b34b-87eb962ae445,Mount Clemens,MI,Macomb,48043,42.59785,-82.88219,16371,Urban,America/Detroit,"Runner, broadcasting/film/video",0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,39913.72141833548,Divorced,Female,No,11.69404,15,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Credit Card (automatic),60.46007,182.8258,5214.689,5,5,5,4,4,5,3,4
5177,5177,P377979,4ed1a0c4-280d-4040-8b83-ac058ea35741,Hillsdale,IN,Vermillion,47854,39.79858,-87.40245,722,Suburban,America/Indiana/Indianapolis,Community development worker,7.0,53.0,Regular High School Diploma,Full Time,26013.93,Never Married,Female,No,8.924186,9,0,0,No,One year,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),66.76084,165.2112,5953.091,4,4,4,5,2,5,6,4
5179,5179,Q91207,1a5d87cb-f362-449f-9024-07ca20407caa,Pawnee Rock,KS,Barton,67567,38.2727,-98.97772,469,Suburban,America/Chicago,Chiropractor,0.0,43.0,Regular High School Diploma,Full Time,22205.18,Married,Male,No,9.97786,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,65.82541,230.8593,6010.446,4,3,3,2,4,2,3,4
5180,5180,C503358,553ec44e-7def-4213-aa53-72821905378c,Ainsworth,IA,Washington,52201,41.33233,-91.54614,1503,Rural,America/Chicago,Dealer,0.0,52.0,"Some College, 1 or More Years, No Degree",Unemployed,20052.51,Widowed,Female,No,7.75951,11,2,2,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Credit Card (automatic),34.548570625241126,125.9483,5249.377,3,4,3,2,4,2,3,3
5182,5182,I101991,d01f95b4-fdb6-4c8e-aa93-d6a9244fa981,Lyman,UT,Wayne,84749,38.41847,-111.5362,287,Suburban,America/Denver,Graphic designer,6.0,53.0,No Schooling Completed,Full Time,21008.54,Separated,Female,No,11.35997,9,1,1,No,Month-to-month,No,No,None,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,40.35625,154.4793,3894.456,3,3,3,5,3,3,3,4
5183,5183,N164335,aedf0bad-e883-44d9-b85c-99d9b06de3f7,Interlaken,NY,Seneca,14847,42.60396,-76.73981,2395,Rural,America/New_York,Horticultural consultant,2.0,28.0,Regular High School Diploma,Retired,48983.82,Divorced,Female,No,33.63267,12,2,0,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),66.13511,155.8412,6121.424,2,2,2,4,4,3,2,2
5185,5185,O142235,a46fdffb-b8ea-4530-9d61-0118709f07ea,Rogers,ND,Barnes,58479,47.0953,-98.18458,227,Suburban,America/Chicago,"Scientist, research (physical sciences)",4.0,22.0,Professional School Degree,Full Time,39913.72141833548,Married,Male,No,44.44878,9,2,0,No,One year,No,No,None,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,53.96248,166.6229,4946.91,4,3,3,5,2,4,4,6
5187,5187,Z392922,599cbcb6-9e42-4aba-9326-d127223dee87,Keystone,NE,Keith,69144,41.29013,-101.5823,151,Rural,America/Denver,Herbalist,4.0,86.0,"Some College, 1 or More Years, No Degree",Full Time,74321.03,Never Married,Female,No,11.85332,6,3,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,44.25204,183.2024,3965.423,4,3,3,4,1,3,4,3
5189,5189,J586278,943e541a-c295-4b90-878d-4f4ab2bc791a,Southfield,MI,Oakland,48075,42.46206,-83.23042,22052,Rural,America/Detroit,Textile designer,0.0,37.0,Regular High School Diploma,Full Time,25922.49,Married,Female,No,9.167054,6,0,1,Yes,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,63.68805,126.7754,5849.296,4,3,4,2,5,2,4,2
5190,5190,F434625,389bb10d-7aca-4bde-a227-3b7586eb6221,Gratz,PA,Dauphin,17030,40.60926,-76.72558,917,Suburban,America/New_York,Charity fundraiser,7.0,53.0,Master's Degree,Unemployed,10026.66,Divorced,Male,No,8.461638,11,0,1,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,64.71872,201.1306,6075.001,4,4,3,3,3,4,3,4
5191,5191,M100162,3b61374c-a34d-4595-8e5c-6cc5bfc25fcd,Mount Pleasant,SC,Charleston,29466,32.87847,-79.78991,38267,Suburban,America/New_York,Social worker,0.0,54.0,Regular High School Diploma,Full Time,7806.55,Never Married,Female,No,8.1915,14,0,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,45.27484,138.2243,3843.229,3,2,5,4,4,4,4,2
5192,5192,H604389,4705f43b-d717-40b7-83b1-0c20eac692c3,Alto,TX,Cherokee,75925,31.61115,-95.06597,4083,Rural,America/Chicago,Quarry manager,1.0,20.0,"Some College, Less than 1 Year",Full Time,39913.72141833548,Never Married,Female,No,40.45706,13,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,34.548570625241126,283.1592,5932.378,3,3,3,4,5,3,2,4
5193,5193,R685505,a80662a6-c8e2-45c3-86b4-5cc40368c251,Magdalena,NM,Socorro,87825,33.87561,-107.6326,2057,Urban,America/Denver,Mining engineer,4.0,47.0,Regular High School Diploma,Part Time,39913.72141833548,Divorced,Male,No,4.794834,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),66.61075,146.2085,5828.464,4,4,4,4,2,4,6,3
5195,5195,B514157,2ebdfe6c-40e1-4e61-8c00-ecd16b9a4baf,Ferrum,VA,Franklin,24088,36.89689,-80.07867,5025,Suburban,America/New_York,Logistics and distribution manager,1.0,43.0,"Some College, 1 or More Years, No Degree",Retired,39913.72141833548,Separated,Male,No,11.66066,12,0,2,No,Month-to-month,Yes,No,None,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,67.24501,211.0053,6242.695,2,3,2,2,4,3,5,2
5196,5196,H545752,603d3e76-29bc-443f-b5a7-9ceabad3f2dd,Fowler,IL,Adams,62338,39.9914,-91.23958,1316,Suburban,America/Chicago,Homeopath,3.0,53.0,"Some College, 1 or More Years, No Degree",Part Time,55913.69,Married,Female,Yes,7.491933,13,3,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,59.05164,254.3169,5701.481,5,4,5,4,3,3,4,4
5197,5197,V922935,e51e008e-baae-4b4a-a273-4a1ce7182a61,Marysville,WA,Snohomish,98270,48.05957,-122.1445,50972,Urban,America/Los_Angeles,Advertising copywriter,1.0,29.0,Regular High School Diploma,Full Time,37830.82,Never Married,Female,No,9.912596,17,3,0,No,Two Year,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,58.54344,241.6246,5519.683,5,6,6,5,4,5,4,5
5198,5198,X336307,7e7f07d5-6af6-4729-a3d8-6e23fc17a658,Jessie,ND,Griggs,58452,47.54776,-98.23123,39,Suburban,America/Chicago,"Production assistant, television",0.0,26.0,Doctorate Degree,Full Time,42863.75,Never Married,Male,No,8.215234,11,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),54.83336,251.3197,5209.371,2,3,3,4,2,4,6,5
5199,5199,C92877,b14cf2e7-3c15-4101-bc2c-b66d70266ce0,Grand Coulee,WA,Grant,99133,48.01489,-119.0768,1576,Urban,America/Los_Angeles,Trade union research officer,0.0,31.0,Regular High School Diploma,Part Time,26804.03,Married,Male,No,12.15059,13,1,0,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),67.20907,256.4919,6764.54,2,2,1,4,2,3,4,4
5200,5200,Y700584,1d685b62-3399-4c7c-b8e5-3bac27383065,Westons Mills,NY,Cattaraugus,14788,42.06205,-78.38018,73,Urban,America/New_York,"Research officer, government",3.0,45.0,Regular High School Diploma,Full Time,31973.61,Married,Female,No,7.173819,10,1,0,No,Two Year,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,34.548570625241126,214.8416,5546.136,3,1,2,4,3,2,2,3
5202,5202,P609333,e541c02d-5be7-4ec6-aefa-e39a9430eb38,Benedict,MN,Hubbard,56436,47.16146,-94.6889,39,Rural,America/Chicago,"Designer, jewellery",1.0,22.0,"Some College, 1 or More Years, No Degree",Full Time,23388.8,Separated,Male,No,6.529234,15,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Electronic Check,66.85703,206.0286,5999.676,3,5,4,4,4,3,4,1
5204,5204,U422627,9bdef029-8cb3-4444-be7d-3cf53af21abb,Cambridge,ME,Somerset,4923,45.03206,-69.44671,514,Rural,America/New_York,Community pharmacist,3.0,56.0,Bachelor's Degree,Retired,27285.93,Separated,Female,No,7.695923,12,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),69.53069,203.2154,6086.56,3,3,4,4,4,3,3,3
5205,5205,F969613,2b23c095-2a72-4207-a9ce-cfb96e57ca90,Bedias,TX,Grimes,77831,30.72848,-95.90476,3170,Suburban,America/Chicago,"Engineer, manufacturing systems",0.0,38.0,Regular High School Diploma,Full Time,20626.02,Separated,Male,No,10.01226,7,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,63.74924,79.93329,5433.041,3,2,3,4,2,4,2,3
5206,5206,E383758,d2f1a4dd-a764-4ec4-901b-8a9a3d4daa46,Haysville,KS,Sedgwick,67060,37.54617,-97.35955,14210,Rural,America/Chicago,Chief Financial Officer,2.0,53.0,Regular High School Diploma,Full Time,78119.96,Never Married,Female,No,7.388959,10,0,1,No,One year,No,No,DSL,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),71.76842,126.8863,6455.139,4,4,4,4,3,5,4,3
5207,5207,T783228,3d58c460-d091-4e86-9e6d-8e68baab13ba,Holland,MI,Ottawa,49424,42.84475,-86.12523,48386,Suburban,America/Detroit,Chartered certified accountant,0.0,53.0,Professional School Degree,Unemployed,56339.53,Married,Male,No,8.919857,11,0,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,69.05548,170.1572,6130.392,6,5,5,4,2,4,3,4
5208,5208,A25662,5d38831a-ae31-4e1f-8fc4-04f16958691e,Greensboro,GA,Greene,30642,33.55441,-83.19344,11949,Rural,America/New_York,Catering manager,2.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,9104.94,Never Married,Male,No,10.42778,20,1,0,No,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,59.01526,181.7469,5353.002,3,3,3,2,4,4,4,3
5210,5210,X100642,38df1e66-a052-4db0-91f7-f3dcbc70a580,New Harbor,ME,Lincoln,4554,43.86575,-69.50557,911,Suburban,America/New_York,"Psychologist, sport and exercise",2.0,43.0,"Some College, Less than 1 Year",Full Time,39913.72141833548,Divorced,Female,No,11.1735,12,2,0,No,Two Year,No,No,None,Yes,No,No,No,No,Yes,No,No,No,Bank Transfer(automatic),70.70127,92.67191,5877.535,2,1,3,3,4,3,1,2
5211,5211,K573794,9dad2f89-eabd-4a06-b2da-d7f173d004fb,Leopolis,WI,Shawano,54948,44.77711,-88.86985,257,Rural,America/Chicago,Tax adviser,0.0,61.0,Regular High School Diploma,Unemployed,39913.72141833548,Married,Male,No,10.29579,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),47.20955,234.4567,4421.566,4,4,3,4,5,2,3,4
5213,5213,Y669083,bbb5b485-0d41-45e1-b75e-bc8b4823d825,Albany,NY,Albany,12206,42.67453,-73.78275,15944,Rural,America/New_York,Chief of Staff,3.0,53.0,"Some College, 1 or More Years, No Degree",Part Time,16416.66,Never Married,Male,No,4.906256,9,2,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,69.34472,245.9686,6414.955,4,5,4,4,3,5,3,3
5215,5215,V92166,cd75a348-0bf4-4830-a9b0-dbf1996883f2,Garden,MI,Delta,49835,45.73335,-86.58289,913,Urban,America/Detroit,Child psychotherapist,3.0,31.0,"Some College, 1 or More Years, No Degree",Full Time,45747.52,Divorced,Female,No,4.380896,10,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,56.51532,180.9504,5133.884,4,3,3,4,3,5,3,3
5216,5216,A163731,cfc46710-49e9-434d-978e-f03e4cab3333,Chico,CA,Butte,95926,39.7456,-121.8439,39012,Suburban,America/Los_Angeles,Actuary,7.0,50.0,Regular High School Diploma,Full Time,39913.72141833548,Never Married,Female,No,8.741113,8,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),46.778,134.6707,4137.953,3,3,3,4,3,4,3,5
5217,5217,H42526,d5c6e33e-5049-47c9-bea1-db53db1ce66d,Summerdale,AL,Baldwin,36580,30.48177,-87.70045,5762,Urban,America/Chicago,Actor,3.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,35216.42,Divorced,Male,No,9.752095,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Electronic Check,69.31083,213.4132,6230.661,3,3,4,5,5,3,2,1
5219,5219,Q768350,269ae430-8e35-429e-ae32-eab5c9dae3b0,Monett,MO,Barry,65708,36.9048,-93.91017,13789,Suburban,America/Chicago,"Engineer, chemical",0.0,71.0,"9th Grade to 12th Grade, No Diploma",Full Time,39913.72141833548,Married,Female,No,8.855081,11,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,54.0433,265.1037,5114.913,4,4,4,4,3,5,5,2
5223,5223,Q985270,bedf9127-d828-43b4-bc42-89ff89a07739,San Mateo,FL,Putnam,32187,29.57759,-81.55406,2186,Urban,America/New_York,Dealer,0.0,82.0,"Some College, Less than 1 Year",Unemployed,23264.27,Separated,Male,No,13.21955,15,0,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,67.49846,253.7555,6063.519,5,4,5,5,4,5,4,4
5224,5224,B225668,2b94e625-bcae-4053-92ba-495c75f11c91,Somers,IA,Calhoun,50586,42.40411,-94.43174,287,Urban,America/Chicago,Television/film/video producer,0.0,48.0,Bachelor's Degree,Unemployed,18706.57,Divorced,Female,No,10.73526,18,1,3,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,66.09922,144.1914,6192.147,4,3,4,4,4,4,4,4
5225,5225,K583807,0ed77246-785f-4e18-8b66-4057bbdd097d,Hacker Valley,WV,Webster,26222,38.65492,-80.36492,489,Rural,America/New_York,"Engineer, biomedical",0.0,73.0,"9th Grade to 12th Grade, No Diploma",Retired,71035.64,Never Married,Female,No,11.53419,13,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),53.09491,141.2074,4928.976,5,5,5,4,4,5,4,4
5229,5229,Z171654,33438760-aca1-440a-8e84-634ff6f89ecc,Northfield,MN,Rice,55057,44.47129,-93.1762,25091,Rural,America/Chicago,"Therapist, nutritional",0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,12685.22,Never Married,Male,No,14.04054,9,0,1,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),67.97011,221.554,6213.399,3,3,3,4,3,4,4,5
5230,5230,S386451,4f2b91df-9d66-44de-b033-35b3812956d7,Grantville,GA,Coweta,30220,33.22504,-84.82431,5375,Suburban,America/New_York,Academic librarian,0.0,72.0,Regular High School Diploma,Full Time,10507.86,Never Married,Female,No,15.02876,12,0,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),56.99989,176.8045,5143.531,4,3,5,3,6,3,2,4
5232,5232,Z514880,0101be9d-732f-4f90-bfee-4e8485a30968,Clarks Summit,PA,Lackawanna,18411,41.45427,-75.74521,21738,Rural,America/New_York,Clothing/textile technologist,0.0,59.0,Associate's Degree,Unemployed,12642.1,Married,Male,No,8.610664,13,2,2,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),60.16962,137.758,5626.094,4,4,4,3,3,3,4,3
5234,5234,G670980,1de558dc-d6cb-450d-a499-a900a3130523,Peerless,MT,Daniels,59253,48.71822,-105.8763,92,Suburban,America/Denver,"Administrator, sports",3.0,77.0,"9th Grade to 12th Grade, No Diploma",Full Time,50725.09,Widowed,Female,No,7.016262,20,4,0,Yes,Two Year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),65.28157,149.618,5674.734,3,2,3,2,6,2,1,3
5235,5235,R211232,8ac9d8da-1590-4847-b792-7cb240ae9b96,Bern,ID,Bear Lake,83220,42.36305,-111.3908,122,Suburban,America/Boise,Broadcast presenter,2.0,53.0,Regular High School Diploma,Full Time,25381.91,Divorced,Female,No,13.21429,18,2,0,No,Two Year,Yes,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),61.73934,152.6702,5429.301,2,2,1,4,5,3,3,3
5236,5236,M836207,aafa4035-c20d-46f8-8f1c-ba77ff0bf149,Stout,OH,Scioto,45684,38.67318,-83.27352,2093,Rural,America/New_York,"Geologist, engineering",0.0,37.0,Bachelor's Degree,Full Time,47101.05,Widowed,Male,No,9.073965,11,1,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,34.548570625241126,115.9108,6210.52,4,5,4,4,3,4,4,4
5237,5237,Y411344,395ef587-428f-4afb-ba7d-22eb3cd737a0,Woodmere,NY,Nassau,11598,40.63093,-73.71163,13715,Urban,America/New_York,"Engineer, electrical",0.0,53.0,Regular High School Diploma,Unemployed,39913.72141833548,Married,Male,No,12.97347,15,1,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Mailed Check,34.548570625241126,172.1462,5311.785,1,2,2,5,3,4,4,2
5238,5238,R15145,ebcec039-6409-4151-86fa-d19a40be5221,Wonewoc,WI,Juneau,53968,43.64267,-90.22906,2216,Urban,America/Chicago,Firefighter,0.0,78.0,Associate's Degree,Full Time,39913.72141833548,Separated,Male,No,14.23567,7,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,50.09799,221.0815,4582.182,4,3,3,4,3,3,5,4
5239,5239,K424811,bf50159a-ad53-486f-91a7-90e9d2235976,Topeka,KS,Shawnee,66608,39.08038,-95.66445,5733,Urban,America/Chicago,Building surveyor,5.0,89.0,Regular High School Diploma,Full Time,85041.89,Widowed,Male,No,14.3048,13,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,67.60865,253.2795,6222.773,4,4,5,3,6,3,4,2
5240,5240,K737582,de079037-8db4-49a1-9960-6233817cb092,Foxburg,PA,Clarion,16036,41.13539,-79.66918,160,Rural,America/New_York,Archivist,2.0,61.0,Associate's Degree,Unemployed,70236.87,Divorced,Female,Yes,14.16604,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,66.08159,236.4554,6457.918,4,4,4,4,3,3,3,3
5241,5241,F347885,6a8c039a-a0bb-407c-84cd-acefe1653a45,Spring Creek,PA,Warren,16436,41.85371,-79.50645,723,Suburban,America/New_York,Surgeon,1.0,38.0,Regular High School Diploma,Full Time,32537.12,Separated,Female,No,8.983279,14,0,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,69.55373,94.76092,6253.491,5,4,5,3,4,5,4,4
5242,5242,M119218,b9c8ac1f-0f58-4da2-85f7-2825d9d7b29d,Schleswig,IA,Crawford,51461,42.16982,-95.48101,1134,Urban,America/Chicago,Medical physicist,3.0,36.0,Bachelor's Degree,Part Time,12746.57,Widowed,Female,No,5.507806,11,0,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),48.92152,173.5253,4517.31,4,4,3,4,3,5,3,4
5243,5243,F595747,07c42f91-ca8c-403e-82c0-f0813d45ff0d,Gracey,KY,Christian,42232,36.8753,-87.65856,865,Rural,America/Chicago,Adult guidance worker,1.0,85.0,GED or Alternative Credential,Unemployed,29898.21,Never Married,Male,No,6.186919,8,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,57.37611,150.8838,5341.202,4,4,5,3,4,4,4,5
5244,5244,H683825,9e865e58-7def-4160-8113-a6353fefb2e4,Cochran,GA,Bleckley,31014,32.41366,-83.34473,13265,Suburban,America/New_York,"Designer, multimedia",0.0,23.0,Regular High School Diploma,Student,39913.72141833548,Never Married,Female,No,11.85844,13,3,0,Yes,One year,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,71.30457,161.728,6754.622,4,5,4,1,5,4,2,4
5247,5247,W504338,a1a471eb-0577-4898-8e9b-635a23d8019c,Orange,MA,Franklin,1364,42.61292,-72.29241,7785,Urban,America/New_York,Market researcher,0.0,53.0,Regular High School Diploma,Full Time,49730.51,Married,Male,No,7.471149,13,0,0,No,One year,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),54.91169,234.1169,5655.228,3,4,2,4,3,3,4,3
5249,5249,V625954,e98d88e8-79c5-47a3-b875-62a418d4064a,Beaver,WV,Raleigh,25813,37.75948,-81.11545,8038,Urban,America/New_York,Publishing rights manager,0.0,23.0,Bachelor's Degree,Full Time,39913.72141833548,Widowed,Female,No,8.092125,14,2,0,Yes,One year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),65.28829,208.5068,6521.587,4,2,2,4,3,3,4,2
5250,5250,J961713,625c0f8b-cfde-4388-81e6-4b02286330eb,Charlottesville,VA,Albemarle,22911,38.09276,-78.40756,17732,Urban,America/New_York,Water quality scientist,0.0,53.0,"Some College, Less than 1 Year",Full Time,39913.72141833548,Widowed,Female,No,12.19779,9,3,0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,53.91548,191.1182,4745.746,5,4,4,3,4,4,3,4
